image_id,latex_gt,latex_pred,correct_exact,render_success,inference_time_ms,error_type,note
spe_0020448.png,"\{ F , G \} =","[ F , G ]",0,1,746.3648319244385,bracket_mismatch,failed: bracket_mismatch
spe_0028917.png,"d f = - [ \theta , f ] ,",\because,0,1,641.2909030914307,bracket_mismatch,failed: bracket_mismatch
spe_0031331.png,d F + \beta * F - F * \beta = 0 .,( 1 ) ^ { 2 } + 1 ^ { 3 } + 1 ^ { 2 } = 1 ^ { 3 } + 1 ^ { 4 } = 0,0,1,2500.439167022705,superscript_subscript,failed: superscript_subscript
spe_0031600.png,\bar { V } = V,\begin{array} { r l } { \centering } & { { } \mathrm { ~ \boldmath ~ \bar { ~ } { ~ \sum ~ } ~ } } \\ { \mathrm { ~ \bf ~ I ~ } } & { { } \mathrm { ~ \boldmath ~ \bar { ~ } { ~ \sum ~ } ~ } } \end{array},0,0,4834.396600723267,bracket_mismatch,failed: bracket_mismatch
spe_0055988.png,"\alpha = \beta = 0 , \quad \gamma = 1 .",i ^ { \gamma } \stackrel { } { = } i ^ { \gamma } \stackrel { } { \Vert } 1 \stackrel { } { \ldots } \Vert,0,0,2480.123996734619,superscript_subscript,failed: superscript_subscript
spe_0076260.png,K = - \beta H + { \bf v } { \bf P } .,\sqrt [ k ] { 1 } - 1 = \sqrt [ n ] { 1 },0,1,1429.5306205749512,sqrt_structure,failed: sqrt_structure
spe_0088793.png,"v ( \xi ) \approx - 1 + \kappa \xi ,",i ^ { - } i ^ { - } j ^ { - } = 1 + i ^ { k } i ^ { k },0,1,1984.3676090240479,superscript_subscript,failed: superscript_subscript
spe_0106668.png,"\langle \sigma \rangle = 0 \, .","\mathrm { ~ \boldmath ~ \lambda ~ } _ { 1 } = \mathrm { ~ \boldmath ~ \lambda ~ } \, \mathrm { ~ \boldmath ~ \mu ~ } _ { 1 }",0,0,2824.4240283966064,superscript_subscript,failed: superscript_subscript
spe_0109582.png,"b ( L = 0 ) = 2 . 3 6 5 \, \sigma .","i , f , = 1 1 : 2 : 1 1 i : 7",0,1,1310.5113506317139,bracket_mismatch,failed: bracket_mismatch
spe_0128450.png,G M > ( r e m p l a c e ),\Gamma _ { \parallel } ^ { \parallel } = \Gamma _ { \perp } ^ { \parallel } : = \Gamma _ { \mathrm { ~ r ~ } } ^ { \mathrm { ~ r ~ } } : _ { \Gamma } + \Gamma _ { \mathrm { ~ r ~ } } ^ { \mathrm { ~ r ~ } } = \Gamma : \Gamma ^ { \mathrm { ~ r ~ } },0,1,5516.418218612671,superscript_subscript,failed: superscript_subscript
frac_0000035.png,"e ^ { A } = e ^ { A _ { 0 } } \left( t _ { 0 } - \mathrm { s i g n } ( m ) t \right) ^ { - \frac { m } { 2 } } \; , \; \; \; \; \chi = \chi _ { 0 } \left( t _ { 0 } - \mathrm { s i g n } ( m ) t \right) ^ { m } \; ,",1 \vert 1 \vert \vert _ { 1 } \vert 1 \vert \vert \vert \frac { 1 } { 2 } \vert 1 \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert \vert,0,1,6672.034025192261,superscript_subscript,failed: superscript_subscript
frac_0000102.png,"< \frac { 1 } { 2 } , m _ { s } | { \psi } _ { - } ^ { ( \frac { 1 } { 2 } ) } ( g ) > \equiv D _ { m _ { s } - \frac { 1 } { 2 } } ^ { ( \frac { 1 } { 2 } ) } ( g ) = < g , l + \frac { 1 } { 2 } | T _ { m _ { s } - } ^ { \frac { 1 } { 2 } } | g , l > .","< \frac { 1 } { 2 } m _ { 1 } | \psi = 1 ( \ell ) > \equiv D \limits _ { m _ { 1 } = \ldots } ^ { \cdots } ( \ell ) = < \ell , 1 + \frac { 1 } { 2 } | \dot { l } _ { m _ { 1 } } | \dot { l } _ { 1 } >",0,0,5412.562370300293,bracket_mismatch,failed: bracket_mismatch
frac_0000144.png,\Delta { \cal A } = \frac { 1 } { 2 } ( 1 + g ) .,\Delta 1 \= \frac { 1 } { 2 } : \frac { 1 } { 2 } = 0,0,0,1808.2077503204346,bracket_mismatch,failed: bracket_mismatch
frac_0000155.png,"\frac 1 { \nabla ^ { 2 } } \, \delta _ { \Sigma } ^ { ( 2 ) } ( z - z _ { 0 } ) = - \frac 1 \pi \log { \cal E } ( z , z _ { 0 } )","\frac { 1 } { \sqrt [ 4 ] { \frac { 1 } { 2 } } } \frac { 1 } { \sqrt [ 1 ] { \frac { 1 } { 4 } } } \frac { 1 } { \sqrt [ 1 ] { \frac { 1 } { 4 } } } \frac { 1 } { \sqrt [ 4 ] { \frac { 1 } { 2 } } } \frac { 1 } { \sqrt [ 1 ] { \frac { 1 } { 2 } } } = \frac { 1 } { \sqrt [ 1 ] { \frac { 1 } { 2 } } } \frac { 1 } { \sqrt [ 1 ] { \frac { 1 } { 4 } } } \frac { 1 } { \sqrt [ 1 ] { \frac { 1 } { 2 } } } ,",0,1,10671.686172485352,sqrt_structure,failed: sqrt_structure
frac_0000302.png,\sigma _ { \pm } = \frac { \tau \pm \sigma } { 2 } \ .,i - 3 = 5,0,1,794.0309047698975,fraction_structure,failed: fraction_structure
frac_0000317.png,"\stackrel { \mathrm { G } } { { \mathcal L } } \, : = \frac { 1 } { 2 m } \left[ ( D _ { \alpha } \overline { { { \Psi } } } ) D ^ { \alpha } \Psi - m ^ { 2 } \overline { { { \Psi } } } \Psi \right] \, .",i = \frac { 1 } { 2 } i \cdot \frac { 1 } { 2 } l _ { 1 } \stackrel { \pi } { \underset { 1 } { \dot { \cup } } } \ i \ j _ { 1 } \stackrel { \pi } { \underset { 1 } { \dot { \cup } } } \ i = \frac { 1 } { 2 } i \stackrel { \pi } { \underset { 1 } { \dot { \cup } } } \ i,0,0,6789.402961730957,superscript_subscript,failed: superscript_subscript
frac_0000328.png,\partial _ { \pm } = \frac { 1 } { 2 } \left( \partial _ { \tau } \pm \partial _ { \sigma } \right),\pi \frac { i } { 2 } - \beta _ { 1 } = \pi _ { 2 },0,1,1819.6754455566406,bracket_mismatch,failed: bracket_mismatch
